,feature_montant,eps,min_samples_value,n_clusters,n_noise
0,Montant_log_minmax,0.1375,3,2,1
1,Montant_log_minmax,0.1375,4,2,1
2,Montant_log_minmax,0.1375,5,2,1
3,Montant_log_minmax,0.1375,10,2,3
4,Montant_log_minmax,0.1375,15,2,3
5,Montant_log_minmax,0.1375,20,2,3
6,Montant_log_minmax,0.14076666666666668,3,2,1
7,Montant_log_minmax,0.14076666666666668,4,2,1
8,Montant_log_minmax,0.14076666666666668,5,2,1
9,Montant_log_minmax,0.14076666666666668,10,2,3
10,Montant_log_minmax,0.14076666666666668,15,2,3
11,Montant_log_minmax,0.14076666666666668,20,2,3
12,Montant_log_minmax,0.14403333333333335,3,2,1
13,Montant_log_minmax,0.14403333333333335,4,2,1
14,Montant_log_minmax,0.14403333333333335,5,2,1
15,Montant_log_minmax,0.14403333333333335,10,2,3
16,Montant_log_minmax,0.14403333333333335,15,2,3
17,Montant_log_minmax,0.14403333333333335,20,2,3
18,Montant_log_minmax,0.14730000000000001,3,2,1
19,Montant_log_minmax,0.14730000000000001,4,2,1
20,Montant_log_minmax,0.14730000000000001,5,2,1
21,Montant_log_minmax,0.14730000000000001,10,2,3
22,Montant_log_minmax,0.14730000000000001,15,2,3
23,Montant_log_minmax,0.14730000000000001,20,2,3
24,Montant_log_minmax,0.15056666666666668,3,2,1
25,Montant_log_minmax,0.15056666666666668,4,2,1
26,Montant_log_minmax,0.15056666666666668,5,2,1
27,Montant_log_minmax,0.15056666666666668,10,2,2
28,Montant_log_minmax,0.15056666666666668,15,2,3
29,Montant_log_minmax,0.15056666666666668,20,2,3
30,Montant_log_minmax,0.15383333333333332,3,2,1
31,Montant_log_minmax,0.15383333333333332,4,2,1
32,Montant_log_minmax,0.15383333333333332,5,2,1
33,Montant_log_minmax,0.15383333333333332,10,2,2
34,Montant_log_minmax,0.15383333333333332,15,2,3
35,Montant_log_minmax,0.15383333333333332,20,2,3
36,Montant_log_minmax,0.1571,3,2,1
37,Montant_log_minmax,0.1571,4,2,1
38,Montant_log_minmax,0.1571,5,2,1
39,Montant_log_minmax,0.1571,10,2,1
40,Montant_log_minmax,0.1571,15,2,2
41,Montant_log_minmax,0.1571,20,2,3
42,Montant_log_minmax,0.16036666666666666,3,2,1
43,Montant_log_minmax,0.16036666666666666,4,2,1
44,Montant_log_minmax,0.16036666666666666,5,2,1
45,Montant_log_minmax,0.16036666666666666,10,2,1
46,Montant_log_minmax,0.16036666666666666,15,2,1
47,Montant_log_minmax,0.16036666666666666,20,2,3
48,Montant_log_minmax,0.16363333333333333,3,2,1
49,Montant_log_minmax,0.16363333333333333,4,2,1
50,Montant_log_minmax,0.16363333333333333,5,2,1
51,Montant_log_minmax,0.16363333333333333,10,2,1
52,Montant_log_minmax,0.16363333333333333,15,2,1
53,Montant_log_minmax,0.16363333333333333,20,2,3
54,Montant_log_minmax,0.1669,3,2,1
55,Montant_log_minmax,0.1669,4,2,1
56,Montant_log_minmax,0.1669,5,2,1
57,Montant_log_minmax,0.1669,10,2,1
58,Montant_log_minmax,0.1669,15,2,1
59,Montant_log_minmax,0.1669,20,2,2
60,Montant_qtuni_minmax,0.23,3,2,1
61,Montant_qtuni_minmax,0.23,4,2,1
62,Montant_qtuni_minmax,0.23,5,2,1
63,Montant_qtuni_minmax,0.23,10,2,1
64,Montant_qtuni_minmax,0.23,15,2,1
65,Montant_qtuni_minmax,0.23,20,2,1
66,Montant_qtuni_minmax,0.2349,3,2,1
67,Montant_qtuni_minmax,0.2349,4,2,1
68,Montant_qtuni_minmax,0.2349,5,2,1
69,Montant_qtuni_minmax,0.2349,10,2,1
70,Montant_qtuni_minmax,0.2349,15,2,1
71,Montant_qtuni_minmax,0.2349,20,2,1
72,Montant_qtuni_minmax,0.2398,3,2,1
73,Montant_qtuni_minmax,0.2398,4,2,1
74,Montant_qtuni_minmax,0.2398,5,2,1
75,Montant_qtuni_minmax,0.2398,10,2,1
76,Montant_qtuni_minmax,0.2398,15,2,1
77,Montant_qtuni_minmax,0.2398,20,2,1
78,Montant_qtuni_minmax,0.2447,3,2,1
79,Montant_qtuni_minmax,0.2447,4,2,1
80,Montant_qtuni_minmax,0.2447,5,2,1
81,Montant_qtuni_minmax,0.2447,10,2,1
82,Montant_qtuni_minmax,0.2447,15,2,1
83,Montant_qtuni_minmax,0.2447,20,2,1
84,Montant_qtuni_minmax,0.24960000000000002,3,2,1
85,Montant_qtuni_minmax,0.24960000000000002,4,2,1
86,Montant_qtuni_minmax,0.24960000000000002,5,2,1
87,Montant_qtuni_minmax,0.24960000000000002,10,2,1
88,Montant_qtuni_minmax,0.24960000000000002,15,2,1
89,Montant_qtuni_minmax,0.24960000000000002,20,2,1
90,Montant_qtuni_minmax,0.2545,3,2,1
91,Montant_qtuni_minmax,0.2545,4,2,1
92,Montant_qtuni_minmax,0.2545,5,2,1
93,Montant_qtuni_minmax,0.2545,10,2,1
94,Montant_qtuni_minmax,0.2545,15,2,1
95,Montant_qtuni_minmax,0.2545,20,2,1
96,Montant_qtuni_minmax,0.2594,3,2,1
97,Montant_qtuni_minmax,0.2594,4,2,1
98,Montant_qtuni_minmax,0.2594,5,2,1
99,Montant_qtuni_minmax,0.2594,10,2,1
100,Montant_qtuni_minmax,0.2594,15,2,1
101,Montant_qtuni_minmax,0.2594,20,2,1
102,Montant_qtuni_minmax,0.2643,3,2,1
103,Montant_qtuni_minmax,0.2643,4,2,1
104,Montant_qtuni_minmax,0.2643,5,2,1
105,Montant_qtuni_minmax,0.2643,10,2,1
106,Montant_qtuni_minmax,0.2643,15,2,1
107,Montant_qtuni_minmax,0.2643,20,2,1
108,Montant_qtuni_minmax,0.2692,3,2,1
109,Montant_qtuni_minmax,0.2692,4,2,1
110,Montant_qtuni_minmax,0.2692,5,2,1
111,Montant_qtuni_minmax,0.2692,10,2,1
112,Montant_qtuni_minmax,0.2692,15,2,1
113,Montant_qtuni_minmax,0.2692,20,2,1
114,Montant_qtuni_minmax,0.2741,3,2,1
115,Montant_qtuni_minmax,0.2741,4,2,1
116,Montant_qtuni_minmax,0.2741,5,2,1
117,Montant_qtuni_minmax,0.2741,10,2,1
118,Montant_qtuni_minmax,0.2741,15,2,1
119,Montant_qtuni_minmax,0.2741,20,2,1
120,Montant_qtnorm_minmax,0.23,3,2,2
121,Montant_qtnorm_minmax,0.23,4,2,2
122,Montant_qtnorm_minmax,0.23,5,2,2
123,Montant_qtnorm_minmax,0.23,10,2,2
124,Montant_qtnorm_minmax,0.23,15,2,2
125,Montant_qtnorm_minmax,0.23,20,2,2
126,Montant_qtnorm_minmax,0.23307777777777777,3,2,1
127,Montant_qtnorm_minmax,0.23307777777777777,4,2,1
128,Montant_qtnorm_minmax,0.23307777777777777,5,2,1
129,Montant_qtnorm_minmax,0.23307777777777777,10,2,1
130,Montant_qtnorm_minmax,0.23307777777777777,15,2,1
131,Montant_qtnorm_minmax,0.23307777777777777,20,2,1
132,Montant_qtnorm_minmax,0.23615555555555556,3,2,1
133,Montant_qtnorm_minmax,0.23615555555555556,4,2,1
134,Montant_qtnorm_minmax,0.23615555555555556,5,2,1
135,Montant_qtnorm_minmax,0.23615555555555556,10,2,1
136,Montant_qtnorm_minmax,0.23615555555555556,15,2,1
137,Montant_qtnorm_minmax,0.23615555555555556,20,2,1
138,Montant_qtnorm_minmax,0.23923333333333333,3,2,1
139,Montant_qtnorm_minmax,0.23923333333333333,4,2,1
140,Montant_qtnorm_minmax,0.23923333333333333,5,2,1
141,Montant_qtnorm_minmax,0.23923333333333333,10,2,1
142,Montant_qtnorm_minmax,0.23923333333333333,15,2,1
143,Montant_qtnorm_minmax,0.23923333333333333,20,2,1
144,Montant_qtnorm_minmax,0.24231111111111112,3,2,1
145,Montant_qtnorm_minmax,0.24231111111111112,4,2,1
146,Montant_qtnorm_minmax,0.24231111111111112,5,2,1
147,Montant_qtnorm_minmax,0.24231111111111112,10,2,1
148,Montant_qtnorm_minmax,0.24231111111111112,15,2,1
149,Montant_qtnorm_minmax,0.24231111111111112,20,2,1
150,Montant_qtnorm_minmax,0.24538888888888888,3,2,1
151,Montant_qtnorm_minmax,0.24538888888888888,4,2,1
152,Montant_qtnorm_minmax,0.24538888888888888,5,2,1
153,Montant_qtnorm_minmax,0.24538888888888888,10,2,1
154,Montant_qtnorm_minmax,0.24538888888888888,15,2,1
155,Montant_qtnorm_minmax,0.24538888888888888,20,2,1
156,Montant_qtnorm_minmax,0.24846666666666667,3,2,1
157,Montant_qtnorm_minmax,0.24846666666666667,4,2,1
158,Montant_qtnorm_minmax,0.24846666666666667,5,2,1
159,Montant_qtnorm_minmax,0.24846666666666667,10,2,1
160,Montant_qtnorm_minmax,0.24846666666666667,15,2,1
161,Montant_qtnorm_minmax,0.24846666666666667,20,2,1
162,Montant_qtnorm_minmax,0.25154444444444446,3,2,1
163,Montant_qtnorm_minmax,0.25154444444444446,4,2,1
164,Montant_qtnorm_minmax,0.25154444444444446,5,2,1
165,Montant_qtnorm_minmax,0.25154444444444446,10,2,1
166,Montant_qtnorm_minmax,0.25154444444444446,15,2,1
167,Montant_qtnorm_minmax,0.25154444444444446,20,2,1
168,Montant_qtnorm_minmax,0.2546222222222222,3,2,1
169,Montant_qtnorm_minmax,0.2546222222222222,4,2,1
170,Montant_qtnorm_minmax,0.2546222222222222,5,2,1
171,Montant_qtnorm_minmax,0.2546222222222222,10,2,1
172,Montant_qtnorm_minmax,0.2546222222222222,15,2,1
173,Montant_qtnorm_minmax,0.2546222222222222,20,2,1
174,Montant_qtnorm_minmax,0.2577,3,2,0
175,Montant_qtnorm_minmax,0.2577,4,2,0
176,Montant_qtnorm_minmax,0.2577,5,2,0
177,Montant_qtnorm_minmax,0.2577,10,2,0
178,Montant_qtnorm_minmax,0.2577,15,2,0
179,Montant_qtnorm_minmax,0.2577,20,2,0
180,Montant_boxcox_minmax,0.12,3,2,1
181,Montant_boxcox_minmax,0.12,4,2,1
182,Montant_boxcox_minmax,0.12,5,2,1
183,Montant_boxcox_minmax,0.12,10,2,3
184,Montant_boxcox_minmax,0.12,15,2,3
185,Montant_boxcox_minmax,0.12,20,2,3
186,Montant_boxcox_minmax,0.12235555555555555,3,2,1
187,Montant_boxcox_minmax,0.12235555555555555,4,2,1
188,Montant_boxcox_minmax,0.12235555555555555,5,2,1
189,Montant_boxcox_minmax,0.12235555555555555,10,2,2
190,Montant_boxcox_minmax,0.12235555555555555,15,2,2
191,Montant_boxcox_minmax,0.12235555555555555,20,2,2
192,Montant_boxcox_minmax,0.1247111111111111,3,2,1
193,Montant_boxcox_minmax,0.1247111111111111,4,2,1
194,Montant_boxcox_minmax,0.1247111111111111,5,2,1
195,Montant_boxcox_minmax,0.1247111111111111,10,2,2
196,Montant_boxcox_minmax,0.1247111111111111,15,2,2
197,Montant_boxcox_minmax,0.1247111111111111,20,2,2
198,Montant_boxcox_minmax,0.12706666666666666,3,2,1
199,Montant_boxcox_minmax,0.12706666666666666,4,2,1
200,Montant_boxcox_minmax,0.12706666666666666,5,2,1
201,Montant_boxcox_minmax,0.12706666666666666,10,2,2
202,Montant_boxcox_minmax,0.12706666666666666,15,2,2
203,Montant_boxcox_minmax,0.12706666666666666,20,2,2
204,Montant_boxcox_minmax,0.12942222222222222,3,2,1
205,Montant_boxcox_minmax,0.12942222222222222,4,2,1
206,Montant_boxcox_minmax,0.12942222222222222,5,2,1
207,Montant_boxcox_minmax,0.12942222222222222,10,2,2
208,Montant_boxcox_minmax,0.12942222222222222,15,2,2
209,Montant_boxcox_minmax,0.12942222222222222,20,2,2
210,Montant_boxcox_minmax,0.13177777777777777,3,2,1
211,Montant_boxcox_minmax,0.13177777777777777,4,2,1
212,Montant_boxcox_minmax,0.13177777777777777,5,2,1
213,Montant_boxcox_minmax,0.13177777777777777,10,2,1
214,Montant_boxcox_minmax,0.13177777777777777,15,2,2
215,Montant_boxcox_minmax,0.13177777777777777,20,2,2
216,Montant_boxcox_minmax,0.13413333333333333,3,2,1
217,Montant_boxcox_minmax,0.13413333333333333,4,2,1
218,Montant_boxcox_minmax,0.13413333333333333,5,2,1
219,Montant_boxcox_minmax,0.13413333333333333,10,2,1
220,Montant_boxcox_minmax,0.13413333333333333,15,2,2
221,Montant_boxcox_minmax,0.13413333333333333,20,2,2
222,Montant_boxcox_minmax,0.13648888888888888,3,2,1
223,Montant_boxcox_minmax,0.13648888888888888,4,2,1
224,Montant_boxcox_minmax,0.13648888888888888,5,2,1
225,Montant_boxcox_minmax,0.13648888888888888,10,2,1
226,Montant_boxcox_minmax,0.13648888888888888,15,2,2
227,Montant_boxcox_minmax,0.13648888888888888,20,2,2
228,Montant_boxcox_minmax,0.13884444444444444,3,2,1
229,Montant_boxcox_minmax,0.13884444444444444,4,2,1
230,Montant_boxcox_minmax,0.13884444444444444,5,2,1
231,Montant_boxcox_minmax,0.13884444444444444,10,2,1
232,Montant_boxcox_minmax,0.13884444444444444,15,2,2
233,Montant_boxcox_minmax,0.13884444444444444,20,2,2
234,Montant_boxcox_minmax,0.1412,3,2,0
235,Montant_boxcox_minmax,0.1412,4,2,0
236,Montant_boxcox_minmax,0.1412,5,2,0
237,Montant_boxcox_minmax,0.1412,10,2,0
238,Montant_boxcox_minmax,0.1412,15,2,1
239,Montant_boxcox_minmax,0.1412,20,2,2
240,Montant_class_minmax,0.11,3,19,7
241,Montant_class_minmax,0.11,4,17,13
242,Montant_class_minmax,0.11,5,17,13
243,Montant_class_minmax,0.11,10,15,58
244,Montant_class_minmax,0.11,15,12,142
245,Montant_class_minmax,0.11,20,11,244
246,Montant_class_minmax,0.11222222222222222,3,19,7
247,Montant_class_minmax,0.11222222222222222,4,17,13
248,Montant_class_minmax,0.11222222222222222,5,17,13
249,Montant_class_minmax,0.11222222222222222,10,15,58
250,Montant_class_minmax,0.11222222222222222,15,13,127
251,Montant_class_minmax,0.11222222222222222,20,12,222
252,Montant_class_minmax,0.11444444444444445,3,19,7
253,Montant_class_minmax,0.11444444444444445,4,17,13
254,Montant_class_minmax,0.11444444444444445,5,17,13
255,Montant_class_minmax,0.11444444444444445,10,15,58
256,Montant_class_minmax,0.11444444444444445,15,14,106
257,Montant_class_minmax,0.11444444444444445,20,12,222
258,Montant_class_minmax,0.11666666666666667,3,19,7
259,Montant_class_minmax,0.11666666666666667,4,17,13
260,Montant_class_minmax,0.11666666666666667,5,17,13
261,Montant_class_minmax,0.11666666666666667,10,14,58
262,Montant_class_minmax,0.11666666666666667,15,14,99
263,Montant_class_minmax,0.11666666666666667,20,12,222
264,Montant_class_minmax,0.11888888888888889,3,18,7
265,Montant_class_minmax,0.11888888888888889,4,16,13
266,Montant_class_minmax,0.11888888888888889,5,16,13
267,Montant_class_minmax,0.11888888888888889,10,14,58
268,Montant_class_minmax,0.11888888888888889,15,14,94
269,Montant_class_minmax,0.11888888888888889,20,13,202
270,Montant_class_minmax,0.12111111111111111,3,18,7
271,Montant_class_minmax,0.12111111111111111,4,16,13
272,Montant_class_minmax,0.12111111111111111,5,16,13
273,Montant_class_minmax,0.12111111111111111,10,14,58
274,Montant_class_minmax,0.12111111111111111,15,14,93
275,Montant_class_minmax,0.12111111111111111,20,13,202
276,Montant_class_minmax,0.12333333333333334,3,18,7
277,Montant_class_minmax,0.12333333333333334,4,16,13
278,Montant_class_minmax,0.12333333333333334,5,16,13
279,Montant_class_minmax,0.12333333333333334,10,14,56
280,Montant_class_minmax,0.12333333333333334,15,14,87
281,Montant_class_minmax,0.12333333333333334,20,13,178
282,Montant_class_minmax,0.12555555555555556,3,2,3
283,Montant_class_minmax,0.12555555555555556,4,2,3
284,Montant_class_minmax,0.12555555555555556,5,2,3
285,Montant_class_minmax,0.12555555555555556,10,2,15
286,Montant_class_minmax,0.12555555555555556,15,2,41
287,Montant_class_minmax,0.12555555555555556,20,2,69
288,Montant_class_minmax,0.12777777777777777,3,2,1
289,Montant_class_minmax,0.12777777777777777,4,2,1
290,Montant_class_minmax,0.12777777777777777,5,2,1
291,Montant_class_minmax,0.12777777777777777,10,2,11
292,Montant_class_minmax,0.12777777777777777,15,2,30
293,Montant_class_minmax,0.12777777777777777,20,2,37
294,Montant_class_minmax,0.13,3,2,1
295,Montant_class_minmax,0.13,4,2,1
296,Montant_class_minmax,0.13,5,2,1
297,Montant_class_minmax,0.13,10,2,8
298,Montant_class_minmax,0.13,15,2,17
299,Montant_class_minmax,0.13,20,2,34
